Unnamed: 0,locations,stayTime,placeID,randomized_stay_time,Unnamed: 7,openHours,parking,diner,timeOfDay_Evening,timeOfDay_Morning,timeOfDay_Night,locationType_Beaches and Parks,locationType_Miscellaneous,locationType_Museums and Galleries,locationType_Religious Site,locationType_Shopping Center,"new_place_types_art_gallery,tourist_attraction,point_of_interest,establishment","new_place_types_grocery_or_supermarket,food,point_of_interest,store,establishment","new_place_types_grocery_or_supermarket,food,store,point_of_interest,establishment","new_place_types_grocery_or_supermarket,store,food,point_of_interest,establishment","new_place_types_grocery_or_supermarket,store,point_of_interest,food,establishment","new_place_types_hindu_temple,place_of_worship,point_of_interest,establishment","new_place_types_locality,political","new_place_types_park,point_of_interest,establishment","new_place_types_park,tourist_attraction,point_of_interest,establishment",new_place_types_premise,"new_place_types_shopping_mall,lodging,shoe_store,store,point_of_interest,establishment","new_place_types_shopping_mall,point_of_interest,establishment","new_place_types_shopping_mall,shoe_store,lodging,point_of_interest,store,establishment","new_place_types_shopping_mall,shoe_store,lodging,store,point_of_interest,establishment","new_place_types_shopping_mall,shoe_store,store,lodging,point_of_interest,establishment","new_place_types_tourist_attraction,museum,point_of_interest,establishment","new_place_types_tourist_attraction,place_of_worship,point_of_interest,establishment","new_place_types_tourist_attraction,point_of_interest,establishment"
518,Galle Face Green,45,ChIJBfNyajlZ4joRbxOUv8Ykfl4,42.75011257083306,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
517,Galle Face Green,60,ChIJBfNyajlZ4joRbxOUv8Ykfl4,52.79019185058922,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3310,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,120.45590226826954,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2898,Galle Face Green,90,ChIJBfNyajlZ4joRbxOUv8Ykfl4,88.48570363980507,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2899,Galle Face Green,90,ChIJBfNyajlZ4joRbxOUv8Ykfl4,92.03813865483384,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
259,Galle Face Green,45,ChIJBfNyajlZ4joRbxOUv8Ykfl4,29.54123044644752,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
260,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,112.86197636847392,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
472,Galle Face Green,60,ChIJBfNyajlZ4joRbxOUv8Ykfl4,50.62506820758052,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3544,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,108.59384079677558,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
176,Galle Face Green,45,ChIJBfNyajlZ4joRbxOUv8Ykfl4,39.95101877534469,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
471,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,131.29302991204983,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
630,Galle Face Green,200,ChIJBfNyajlZ4joRbxOUv8Ykfl4,217.4679668829179,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3075,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,119.17307105238692,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3512,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,125.3655459496838,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
573,Galle Face Green,60,ChIJBfNyajlZ4joRbxOUv8Ykfl4,68.06650646300858,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3407,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,137.59679462107496,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
574,Galle Face Green,60,ChIJBfNyajlZ4joRbxOUv8Ykfl4,48.98068214,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
174,Galle Face Green,45,ChIJBfNyajlZ4joRbxOUv8Ykfl4,59.63209338611267,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3217,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,104.77425960386056,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
533,Galle Face Green,200,ChIJBfNyajlZ4joRbxOUv8Ykfl4,187.1200191229096,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3076,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,131.42213251613578,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2942,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,149.9737569758203,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3154,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,131.13996769910807,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3311,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,123.083715686452,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3013,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,126.78382465247265,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
654,Galle Face Green,60,ChIJBfNyajlZ4joRbxOUv8Ykfl4,72.33305647287031,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
653,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,131.06294019021422,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2889,Galle Face Green,90,ChIJBfNyajlZ4joRbxOUv8Ykfl4,81.83540877502355,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
532,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,124.20111390057532,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3571,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,128.7219619776482,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3026,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,120.19330526919532,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
296,Galle Face Green,45,ChIJBfNyajlZ4joRbxOUv8Ykfl4,52.45345577,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
91,Galle Face Green,45,ChIJBfNyajlZ4joRbxOUv8Ykfl4,50.71447188723797,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
490,Galle Face Green,45,ChIJBfNyajlZ4joRbxOUv8Ykfl4,36.76279177067632,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
90,Galle Face Green,60,ChIJBfNyajlZ4joRbxOUv8Ykfl4,62.01885316500058,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3281,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,116.7287197856739,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
357,Galle Face Green,45,ChIJBfNyajlZ4joRbxOUv8Ykfl4,35.20683812906458,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3196,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,112.34033935771564,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
92,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,122.4159979609127,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3429,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,123.6087822376585,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
495,Galle Face Green,45,ChIJBfNyajlZ4joRbxOUv8Ykfl4,33.59984125363795,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
599,Galle Face Green,200,ChIJBfNyajlZ4joRbxOUv8Ykfl4,189.48274035411583,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
598,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,122.05892680723085,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2941,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,120.39307467844056,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
294,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,109.74614622771723,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
295,Galle Face Green,200,ChIJBfNyajlZ4joRbxOUv8Ykfl4,190.13153771664489,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3430,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,108.99128732447352,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
629,Galle Face Green,200,ChIJBfNyajlZ4joRbxOUv8Ykfl4,197.3677860647324,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
358,Galle Face Green,60,ChIJBfNyajlZ4joRbxOUv8Ykfl4,62.537432381023336,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2943,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,134.32487203909656,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
628,Galle Face Green,60,ChIJBfNyajlZ4joRbxOUv8Ykfl4,63.913917231690434,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2900,Galle Face Green,90,ChIJBfNyajlZ4joRbxOUv8Ykfl4,97.37507060678811,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3455,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,110.92774717513628,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3408,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,126.0010525502808,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3583,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,125.93668778024488,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3580,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,101.00194924012776,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
359,Galle Face Green,60,ChIJBfNyajlZ4joRbxOUv8Ykfl4,46.983743681472376,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3457,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,121.10845598010728,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
49,Galle Face Green,60,ChIJBfNyajlZ4joRbxOUv8Ykfl4,59.37538303641427,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
50,Galle Face Green,60,ChIJBfNyajlZ4joRbxOUv8Ykfl4,60.90898608933416,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
489,Galle Face Green,45,ChIJBfNyajlZ4joRbxOUv8Ykfl4,43.16075614666768,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
613,Galle Face Green,45,ChIJBfNyajlZ4joRbxOUv8Ykfl4,57.55913872,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3456,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,105.8424451158957,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2923,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,120.26755257147474,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
48,Galle Face Green,60,ChIJBfNyajlZ4joRbxOUv8Ykfl4,44.33283034420879,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2873,Galle Face Green,90,ChIJBfNyajlZ4joRbxOUv8Ykfl4,81.48206378419269,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3216,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,115.27666280025306,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3599,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,142.34920215400803,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3119,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,117.93733554693348,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3502,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,128.0455313769543,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
556,Galle Face Green,60,ChIJBfNyajlZ4joRbxOUv8Ykfl4,54.55512950061791,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
216,Galle Face Green,60,ChIJBfNyajlZ4joRbxOUv8Ykfl4,63.68591189121475,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
217,Galle Face Green,45,ChIJBfNyajlZ4joRbxOUv8Ykfl4,44.72660207654624,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
218,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,118.4475247282544,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3144,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,118.3985657020687,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3138,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,127.82855436395734,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
700,Galle Face Green,60,ChIJBfNyajlZ4joRbxOUv8Ykfl4,64.63824024163313,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
699,Galle Face Green,60,ChIJBfNyajlZ4joRbxOUv8Ykfl4,74.43628053118859,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
698,Galle Face Green,45,ChIJBfNyajlZ4joRbxOUv8Ykfl4,39.12194769437584,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
426,Galle Face Green,45,ChIJBfNyajlZ4joRbxOUv8Ykfl4,41.99564825590678,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
427,Galle Face Green,60,ChIJBfNyajlZ4joRbxOUv8Ykfl4,76.06252785141325,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3253,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,129.24242738447913,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
572,Galle Face Green,45,ChIJBfNyajlZ4joRbxOUv8Ykfl4,56.18220112342741,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
555,Galle Face Green,45,ChIJBfNyajlZ4joRbxOUv8Ykfl4,41.60919027727594,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2834,Galle Face Green,90,ChIJBfNyajlZ4joRbxOUv8Ykfl4,76.20660338618401,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3501,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,120.36776646937858,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3129,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,132.1591870631376,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
327,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,116.62112849886611,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3244,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,129.48944448317445,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6,Galle Face Green,60,ChIJBfNyajlZ4joRbxOUv8Ykfl4,54.08619413627482,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7,Galle Face Green,45,ChIJBfNyajlZ4joRbxOUv8Ykfl4,43.131782226091815,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2802,Galle Face Green,90,ChIJBfNyajlZ4joRbxOUv8Ykfl4,70.18589703154984,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
8,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,113.06807883644052,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
134,Galle Face Green,60,ChIJBfNyajlZ4joRbxOUv8Ykfl4,46.99433309945331,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
133,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,123.2404551317024,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
132,Galle Face Green,200,ChIJBfNyajlZ4joRbxOUv8Ykfl4,198.2316361579334,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3383,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,120.2185315975526,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3493,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,109.07903053246376,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3494,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,119.75033667761691,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3245,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,121.5921064312966,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
328,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,101.11961056962168,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3374,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,129.0675627715025,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
329,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,128.12568973220422,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
428,Galle Face Green,60,ChIJBfNyajlZ4joRbxOUv8Ykfl4,60.82171371303197,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
496,Galle Face Green,60,ChIJBfNyajlZ4joRbxOUv8Ykfl4,54.54753516091389,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2861,Galle Face Green,90,ChIJBfNyajlZ4joRbxOUv8Ykfl4,85.13898725,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3610,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,126.39190585079812,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3104,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,118.1244816423356,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3105,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,114.88520403690548,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
388,Galle Face Green,45,ChIJBfNyajlZ4joRbxOUv8Ykfl4,56.33406255133583,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3608,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,130.44584682583522,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3406,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,103.5830589928712,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
387,Galle Face Green,45,ChIJBfNyajlZ4joRbxOUv8Ykfl4,50.401209659794254,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3358,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,121.43798869830502,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3357,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,125.87831546529164,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3348,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,117.77065827627985,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3473,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,98.55549740241194,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3609,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,120.77768106907476,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
534,Galle Face Green,200,ChIJBfNyajlZ4joRbxOUv8Ykfl4,191.453659183916,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
684,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,120.05230164007152,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
445,Galle Face Green,200,ChIJBfNyajlZ4joRbxOUv8Ykfl4,184.37729431606616,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
446,Galle Face Green,200,ChIJBfNyajlZ4joRbxOUv8Ykfl4,188.19028227824475,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3438,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,132.7255267677669,,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3437,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,111.9481819827754,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3336,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,136.86789698661474,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2870,Galle Face Green,90,ChIJBfNyajlZ4joRbxOUv8Ykfl4,78.79687918176113,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2964,Galle Face Green,120,ChIJBfNyajlZ4joRbxOUv8Ykfl4,128.61598135868516,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
