Unnamed: 0,locations,timeOfDay,stayTime,locationType,placeID,randomized_stay_time,new_place_types
2471,Galle Face Green,Morning,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,97.5660776,"park,tourist_attraction,point_of_interest,establishment"
1338,Galle Face Green,Night,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,60.32978281,"park,tourist_attraction,point_of_interest,establishment"
2486,Galle Face Green,Night,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,95.66811192,"park,tourist_attraction,point_of_interest,establishment"
978,Galle Face Green,Night,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,48.83104301,"park,tourist_attraction,point_of_interest,establishment"
1456,Galle Face Green,Evening,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,32.194026,"park,tourist_attraction,point_of_interest,establishment"
977,Galle Face Green,Evening,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,60.56840025,"park,tourist_attraction,point_of_interest,establishment"
2057,Galle Face Green,Evening,180,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,173.6636329,"park,tourist_attraction,point_of_interest,establishment"
2506,Galle Face Green,Evening,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,86.5086259,"park,tourist_attraction,point_of_interest,establishment"
964,Galle Face Green,Night,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,68.23344563,"park,tourist_attraction,point_of_interest,establishment"
1353,Galle Face Green,Morning,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,49.52998079,"park,tourist_attraction,point_of_interest,establishment"
2507,Galle Face Green,Night,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,76.71619814,"park,tourist_attraction,point_of_interest,establishment"
1354,Galle Face Green,Evening,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,78.69572273,"park,tourist_attraction,point_of_interest,establishment"
1355,Galle Face Green,Night,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,51.04829453,"park,tourist_attraction,point_of_interest,establishment"
950,Galle Face Green,Night,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,43.46186418,"park,tourist_attraction,point_of_interest,establishment"
2038,Galle Face Green,Morning,180,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,182.2977353,"park,tourist_attraction,point_of_interest,establishment"
949,Galle Face Green,Evening,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,46.79935685,"park,tourist_attraction,point_of_interest,establishment"
948,Galle Face Green,Morning,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,47.50384592,"park,tourist_attraction,point_of_interest,establishment"
2027,Galle Face Green,Evening,180,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,181.8614343,"park,tourist_attraction,point_of_interest,establishment"
976,Galle Face Green,Morning,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,57.37770476,"park,tourist_attraction,point_of_interest,establishment"
2202,Galle Face Green,Evening,180,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,175.8788265,"park,tourist_attraction,point_of_interest,establishment"
1816,Galle Face Green,Evening,150,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,151.1910893,"park,tourist_attraction,point_of_interest,establishment"
2982,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,123.3668222,"park,tourist_attraction,point_of_interest,establishment"
3309,Galle Face Green,Morning,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,120.4599538,"park,tourist_attraction,point_of_interest,establishment"
258,Galle Face Green,Morning,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,61.17023522,"park,tourist_attraction,point_of_interest,establishment"
3181,Galle Face Green,Morning,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,95.23188624,"park,tourist_attraction,point_of_interest,establishment"
175,Galle Face Green,Evening,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,40.74482495,"park,tourist_attraction,point_of_interest,establishment"
518,Galle Face Green,Night,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,42.75011257,"park,tourist_attraction,point_of_interest,establishment"
517,Galle Face Green,Evening,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,52.79019185,"park,tourist_attraction,point_of_interest,establishment"
3310,Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,120.4559023,"park,tourist_attraction,point_of_interest,establishment"
2898,Galle Face Green,Morning,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,88.48570364,"park,tourist_attraction,point_of_interest,establishment"
2899,Galle Face Green,Evening,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,92.03813865,"park,tourist_attraction,point_of_interest,establishment"
259,Galle Face Green,Evening,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,29.54123045,"park,tourist_attraction,point_of_interest,establishment"
260,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,112.8619764,"park,tourist_attraction,point_of_interest,establishment"
472,Galle Face Green,Night,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,50.62506821,"park,tourist_attraction,point_of_interest,establishment"
3544,Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,108.5938408,"park,tourist_attraction,point_of_interest,establishment"
176,Galle Face Green,Night,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,39.95101878,"park,tourist_attraction,point_of_interest,establishment"
471,Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,131.2930299,"park,tourist_attraction,point_of_interest,establishment"
630,Galle Face Green,Night,200,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,217.4679669,"park,tourist_attraction,point_of_interest,establishment"
3075,Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,119.1730711,"park,tourist_attraction,point_of_interest,establishment"
3512,Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,125.3655459,"park,tourist_attraction,point_of_interest,establishment"
573,Galle Face Green,Evening,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,68.06650646,"park,tourist_attraction,point_of_interest,establishment"
3407,Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,137.5967946,"park,tourist_attraction,point_of_interest,establishment"
574,Galle Face Green,Night,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,48.98068214,"park,tourist_attraction,point_of_interest,establishment"
174,Galle Face Green,Morning,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,59.63209339,"park,tourist_attraction,point_of_interest,establishment"
3217,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,104.7742596,"park,tourist_attraction,point_of_interest,establishment"
533,Galle Face Green,Evening,200,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,187.1200191,"park,tourist_attraction,point_of_interest,establishment"
3076,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,131.4221325,"park,tourist_attraction,point_of_interest,establishment"
2942,Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,149.973757,"park,tourist_attraction,point_of_interest,establishment"
3154,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,131.1399677,"park,tourist_attraction,point_of_interest,establishment"
3311,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,123.0837157,"park,tourist_attraction,point_of_interest,establishment"
3013,Galle Face Green,Morning,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,126.7838247,"park,tourist_attraction,point_of_interest,establishment"
654,Galle Face Green,Night,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,72.33305647,"park,tourist_attraction,point_of_interest,establishment"
653,Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,131.0629402,"park,tourist_attraction,point_of_interest,establishment"
2889,Galle Face Green,Night,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,81.83540878,"park,tourist_attraction,point_of_interest,establishment"
532,Galle Face Green,Morning,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,124.2011139,"park,tourist_attraction,point_of_interest,establishment"
3571,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,128.721962,"park,tourist_attraction,point_of_interest,establishment"
3026,Galle Face Green,Morning,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,120.1933053,"park,tourist_attraction,point_of_interest,establishment"
296,Galle Face Green,Night,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,52.45345577,"park,tourist_attraction,point_of_interest,establishment"
91,Galle Face Green,Evening,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,50.71447189,"park,tourist_attraction,point_of_interest,establishment"
490,Galle Face Green,Night,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,36.76279177,"park,tourist_attraction,point_of_interest,establishment"
90,Galle Face Green,Morning,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,62.01885317,"park,tourist_attraction,point_of_interest,establishment"
3281,Galle Face Green,Morning,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,116.7287198,"park,tourist_attraction,point_of_interest,establishment"
357,Galle Face Green,Morning,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,35.20683813,"park,tourist_attraction,point_of_interest,establishment"
3196,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,112.3403394,"park,tourist_attraction,point_of_interest,establishment"
92,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,122.415998,"park,tourist_attraction,point_of_interest,establishment"
3429,Galle Face Green,Morning,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,123.6087822,"park,tourist_attraction,point_of_interest,establishment"
495,Galle Face Green,Evening,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,33.59984125,"park,tourist_attraction,point_of_interest,establishment"
599,Galle Face Green,Night,200,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,189.4827404,"park,tourist_attraction,point_of_interest,establishment"
598,Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,122.0589268,"park,tourist_attraction,point_of_interest,establishment"
2941,Galle Face Green,Morning,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,120.3930747,"park,tourist_attraction,point_of_interest,establishment"
294,Galle Face Green,Morning,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,109.7461462,"park,tourist_attraction,point_of_interest,establishment"
295,Galle Face Green,Evening,200,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,190.1315377,"park,tourist_attraction,point_of_interest,establishment"
3430,Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,108.9912873,"park,tourist_attraction,point_of_interest,establishment"
629,Galle Face Green,Evening,200,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,197.3677861,"park,tourist_attraction,point_of_interest,establishment"
358,Galle Face Green,Evening,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,62.53743238,"park,tourist_attraction,point_of_interest,establishment"
2943,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,134.324872,"park,tourist_attraction,point_of_interest,establishment"
628,Galle Face Green,Morning,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,63.91391723,"park,tourist_attraction,point_of_interest,establishment"
2900,Galle Face Green,Night,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,97.37507061,"park,tourist_attraction,point_of_interest,establishment"
3455,Galle Face Green,Morning,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,110.9277472,"park,tourist_attraction,point_of_interest,establishment"
3408,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,126.0010526,"park,tourist_attraction,point_of_interest,establishment"
3583,Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,125.9366878,"park,tourist_attraction,point_of_interest,establishment"
3580,Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,101.0019492,"park,tourist_attraction,point_of_interest,establishment"
359,Galle Face Green,Night,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,46.98374368,"park,tourist_attraction,point_of_interest,establishment"
3457,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,121.108456,"park,tourist_attraction,point_of_interest,establishment"
49,Galle Face Green,Evening,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,59.37538304,"park,tourist_attraction,point_of_interest,establishment"
50,Galle Face Green,Night,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,60.90898609,"park,tourist_attraction,point_of_interest,establishment"
489,Galle Face Green,Evening,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,43.16075615,"park,tourist_attraction,point_of_interest,establishment"
613,Galle Face Green,Evening,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,57.55913872,"park,tourist_attraction,point_of_interest,establishment"
3456,Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,105.8424451,"park,tourist_attraction,point_of_interest,establishment"
2923,Galle Face Green,Morning,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,120.2675526,"park,tourist_attraction,point_of_interest,establishment"
48,Galle Face Green,Morning,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,44.33283034,"park,tourist_attraction,point_of_interest,establishment"
2873,Galle Face Green,Evening,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,81.48206378,"park,tourist_attraction,point_of_interest,establishment"
3216,Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,115.2766628,"park,tourist_attraction,point_of_interest,establishment"
3599,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,142.3492022,"park,tourist_attraction,point_of_interest,establishment"
3119,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,117.9373355,"park,tourist_attraction,point_of_interest,establishment"
3502,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,128.0455314,"park,tourist_attraction,point_of_interest,establishment"
556,Galle Face Green,Night,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,54.5551295,"park,tourist_attraction,point_of_interest,establishment"
216,Galle Face Green,Morning,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,63.68591189,"park,tourist_attraction,point_of_interest,establishment"
217,Galle Face Green,Evening,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,44.72660208,"park,tourist_attraction,point_of_interest,establishment"
218,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,118.4475247,"park,tourist_attraction,point_of_interest,establishment"
3144,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,118.3985657,"park,tourist_attraction,point_of_interest,establishment"
3138,Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,127.8285544,"park,tourist_attraction,point_of_interest,establishment"
700,Galle Face Green,Night,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,64.63824024,"park,tourist_attraction,point_of_interest,establishment"
699,Galle Face Green,Evening,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,74.43628053,"park,tourist_attraction,point_of_interest,establishment"
698,Galle Face Green,Morning,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,39.12194769,"park,tourist_attraction,point_of_interest,establishment"
426,Galle Face Green,Morning,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,41.99564826,"park,tourist_attraction,point_of_interest,establishment"
427,Galle Face Green,Evening,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,76.06252785,"park,tourist_attraction,point_of_interest,establishment"
3253,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,129.2424274,"park,tourist_attraction,point_of_interest,establishment"
572,Galle Face Green,Morning,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,56.18220112,"park,tourist_attraction,point_of_interest,establishment"
555,Galle Face Green,Evening,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,41.60919028,"park,tourist_attraction,point_of_interest,establishment"
2834,Galle Face Green,Evening,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,76.20660339,"park,tourist_attraction,point_of_interest,establishment"
3501,Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,120.3677665,"park,tourist_attraction,point_of_interest,establishment"
3129,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,132.1591871,"park,tourist_attraction,point_of_interest,establishment"
327,Galle Face Green,Morning,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,116.6211285,"park,tourist_attraction,point_of_interest,establishment"
3244,Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,129.4894445,"park,tourist_attraction,point_of_interest,establishment"
6,Galle Face Green,Morning,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,54.08619414,"park,tourist_attraction,point_of_interest,establishment"
7,Galle Face Green,Evening,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,43.13178223,"park,tourist_attraction,point_of_interest,establishment"
2802,Galle Face Green,Evening,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,70.18589703,"park,tourist_attraction,point_of_interest,establishment"
8,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,113.0680788,"park,tourist_attraction,point_of_interest,establishment"
134,Galle Face Green,Night,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,46.9943331,"park,tourist_attraction,point_of_interest,establishment"
133,Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,123.2404551,"park,tourist_attraction,point_of_interest,establishment"
132,Galle Face Green,Morning,200,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,198.2316362,"park,tourist_attraction,point_of_interest,establishment"
3383,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,120.2185316,"park,tourist_attraction,point_of_interest,establishment"
3493,Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,109.0790305,"park,tourist_attraction,point_of_interest,establishment"
3494,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,119.7503367,"park,tourist_attraction,point_of_interest,establishment"
3245,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,121.5921064,"park,tourist_attraction,point_of_interest,establishment"
328,Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,101.1196106,"park,tourist_attraction,point_of_interest,establishment"
3374,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,129.0675628,"park,tourist_attraction,point_of_interest,establishment"
329,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,128.1256897,"park,tourist_attraction,point_of_interest,establishment"
428,Galle Face Green,Night,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,60.82171371,"park,tourist_attraction,point_of_interest,establishment"
496,Galle Face Green,Night,60,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,54.54753516,"park,tourist_attraction,point_of_interest,establishment"
2861,Galle Face Green,Night,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,85.13898725,"park,tourist_attraction,point_of_interest,establishment"
3610,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,126.3919059,"park,tourist_attraction,point_of_interest,establishment"
3104,Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,118.1244816,"park,tourist_attraction,point_of_interest,establishment"
3105,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,114.885204,"park,tourist_attraction,point_of_interest,establishment"
388,Galle Face Green,Night,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,56.33406255,"park,tourist_attraction,point_of_interest,establishment"
3608,Galle Face Green,Morning,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,130.4458468,"park,tourist_attraction,point_of_interest,establishment"
3406,Galle Face Green,Morning,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,103.583059,"park,tourist_attraction,point_of_interest,establishment"
387,Galle Face Green,Morning,45,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,50.40120966,"park,tourist_attraction,point_of_interest,establishment"
3358,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,121.4379887,"park,tourist_attraction,point_of_interest,establishment"
3357,Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,125.8783155,"park,tourist_attraction,point_of_interest,establishment"
3348,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,117.7706583,"park,tourist_attraction,point_of_interest,establishment"
3473,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,98.5554974,"park,tourist_attraction,point_of_interest,establishment"
3609,Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,120.7776811,"park,tourist_attraction,point_of_interest,establishment"
534,Galle Face Green,Night,200,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,191.4536592,"park,tourist_attraction,point_of_interest,establishment"
684,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,120.0523016,"park,tourist_attraction,point_of_interest,establishment"
445,Galle Face Green,Evening,200,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,184.3772943,"park,tourist_attraction,point_of_interest,establishment"
446,Galle Face Green,Night,200,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,188.1902823,"park,tourist_attraction,point_of_interest,establishment"
3438,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,132.7255268,"park,tourist_attraction,point_of_interest,establishment"
3437,Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,111.948182,"park,tourist_attraction,point_of_interest,establishment"
3336,Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,136.867897,"park,tourist_attraction,point_of_interest,establishment"
2870,Galle Face Green,Evening,90,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,78.79687918,"park,tourist_attraction,point_of_interest,establishment"
2964,Galle Face Green,Morning,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,128.6159814,"park,tourist_attraction,point_of_interest,establishment"
3331,Galle Face Green,Night,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,118.8538416,"park,tourist_attraction,point_of_interest,establishment"
3153,Galle Face Green,Evening,120,Beaches and Parks,ChIJBfNyajlZ4joRbxOUv8Ykfl4,133.7948864,"park,tourist_attraction,point_of_interest,establishment"
1758,Gangaramaya Temple,Night,150,Religious Site,ChIJQ9yCmWtZ4joRNu1evW41NTo,138.6331502,"tourist_attraction,place_of_worship,point_of_interest,establishment"
3549,Gangaramaya Temple,Morning,120,Religious Site,ChIJQ9yCmWtZ4joRNu1evW41NTo,110.4360572,"tourist_attraction,place_of_worship,point_of_interest,establishment"
3014,Gangaramaya Temple,Morning,120,Religious Site,ChIJQ9yCmWtZ4joRNu1evW41NTo,118.4590935,"tourist_attraction,place_of_worship,point_of_interest,establishment"
497,Gangaramaya Temple,Night,60,Religious Site,ChIJQ9yCmWtZ4joRNu1evW41NTo,59.6331759,"tourist_attraction,place_of_worship,point_of_interest,establishment"
3197,Gangaramaya Temple,Morning,120,Religious Site,ChIJQ9yCmWtZ4joRNu1evW41NTo,110.5548826,"tourist_attraction,place_of_worship,point_of_interest,establishment"
2472,Gangaramaya Temple,Night,90,Religious Site,ChIJQ9yCmWtZ4joRNu1evW41NTo,71.18297568,"tourist_attraction,place_of_worship,point_of_interest,establishment"
1747,Gangaramaya Temple,Night,150,Religious Site,ChIJQ9yCmWtZ4joRNu1evW41NTo,156.3457725,"tourist_attraction,place_of_worship,point_of_interest,establishment"
2487,Gangaramaya Temple,Morning,90,Religious Site,ChIJQ9yCmWtZ4joRNu1evW41NTo,82.97206484,"tourist_attraction,place_of_worship,point_of_interest,establishment"
1578,Gangaramaya Temple,Night,45,Religious Site,ChIJQ9yCmWtZ4joRNu1evW41NTo,48.36587821,"tourist_attraction,place_of_worship,point_of_interest,establishment"
1908,Gangaramaya Temple,Evening,150,Religious Site,ChIJQ9yCmWtZ4joRNu1evW41NTo,149.1428842,"tourist_attraction,place_of_worship,point_of_interest,establishment"
537,Gangaramaya Temple,Night,120,Religious Site,ChIJQ9yCmWtZ4joRNu1evW41NTo,118.5394426,"tourist_attraction,place_of_worship,point_of_interest,establishment"
2446,Gangaramaya Temple,Night,90,Religious Site,ChIJQ9yCmWtZ4joRNu1evW41NTo,83.58327288,"tourist_attraction,place_of_worship,point_of_interest,establishment"
1464,Gangaramaya Temple,Morning,60,Religious Site,ChIJQ9yCmWtZ4joRNu1evW41NTo,61.23150627,"tourist_attraction,place_of_worship,point_of_interest,establishment"
2445,Gangaramaya Temple,Morning,90,Religious Site,ChIJQ9yCmWtZ4joRNu1evW41NTo,88.22345952,"tourist_attraction,place_of_worship,point_of_interest,establishment"
