Unnamed: 0,locations,stayTime,locationType,placeID,randomized_stay_time,"new_place_types_art_gallery,tourist_attraction,point_of_interest,establishment","new_place_types_grocery_or_supermarket,food,point_of_interest,store,establishment","new_place_types_grocery_or_supermarket,food,store,point_of_interest,establishment","new_place_types_grocery_or_supermarket,store,food,point_of_interest,establishment","new_place_types_grocery_or_supermarket,store,point_of_interest,food,establishment","new_place_types_hindu_temple,place_of_worship,point_of_interest,establishment","new_place_types_locality,political","new_place_types_park,point_of_interest,establishment","new_place_types_park,tourist_attraction,point_of_interest,establishment",new_place_types_premise,"new_place_types_shopping_mall,lodging,shoe_store,store,point_of_interest,establishment","new_place_types_shopping_mall,point_of_interest,establishment","new_place_types_shopping_mall,shoe_store,lodging,point_of_interest,store,establishment","new_place_types_shopping_mall,shoe_store,lodging,store,point_of_interest,establishment","new_place_types_shopping_mall,shoe_store,store,lodging,point_of_interest,establishment","new_place_types_tourist_attraction,museum,point_of_interest,establishment","new_place_types_tourist_attraction,place_of_worship,point_of_interest,establishment","new_place_types_tourist_attraction,point_of_interest,establishment",timeOfDay_Evening,timeOfDay_Morning,timeOfDay_Night
2860,Colombo City Center (CCC),90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,94.29539875,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
3570,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,123.5801001,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2740,Colombo City Center (CCC),90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,109.6566702,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2744,Colombo City Center (CCC),90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,89.29121789,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2710,Colombo City Center (CCC),90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,89.15746342,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2852,Colombo City Center (CCC),90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,95.6996149,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1782,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,160.4381484,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
88,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,123.497824,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1829,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,155.7415755,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
838,Colombo City Center (CCC),45,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,60.04115227,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2897,Colombo City Center (CCC),90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,87.91597909,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
3511,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,114.4577923,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1815,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,161.2643462,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2896,Colombo City Center (CCC),90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,95.10182801,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1802,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,164.1934475,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3520,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,122.6634843,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2681,Colombo City Center (CCC),90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,87.23603007,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
894,Colombo City Center (CCC),60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,46.98469583,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2689,Colombo City Center (CCC),90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,87.38222069,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1799,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,149.6380986,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1536,Colombo City Center (CCC),60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,41.3277228,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2883,Colombo City Center (CCC),90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,75.40655676,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2882,Colombo City Center (CCC),90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,91.68630976,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
651,Colombo City Center (CCC),60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,66.51151609,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1541,Colombo City Center (CCC),60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,64.23029055,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
652,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,117.5574107,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1794,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,136.6728152,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1785,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,155.5810253,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
89,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,108.3248,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
87,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,137.406976,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2851,Colombo City Center (CCC),90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,65.71744578,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1739,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,150.6338194,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
681,Colombo City Center (CCC),45,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,43.48323152,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1704,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,146.1116654,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2762,Colombo City Center (CCC),90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,76.44019124,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
1695,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,145.6498605,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
3606,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,108.6741572,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
3607,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,130.7194323,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2782,Colombo City Center (CCC),90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,77.2603594,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1687,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,146.0154106,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1675,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,144.8199209,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1674,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,151.3021302,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1673,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,142.9527191,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1647,Colombo City Center (CCC),200,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,191.7044211,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1648,Colombo City Center (CCC),200,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,201.7204084,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2810,Colombo City Center (CCC),90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,77.70645469,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1652,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,140.0527667,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1653,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,169.3800083,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1654,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,144.9281567,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
5,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,118.3888762,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
4,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,120.1922438,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
3,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,120.7888803,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
730,Colombo City Center (CCC),45,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,51.50090392,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2801,Colombo City Center (CCC),90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,81.47578636,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1705,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,148.4627814,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
755,Colombo City Center (CCC),60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,66.1152766,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1708,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,144.0960328,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
756,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,123.0843597,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
682,Colombo City Center (CCC),45,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,32.44826904,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
683,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,129.5967347,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1728,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,165.2192518,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2754,Colombo City Center (CCC),90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,99.31414265,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2838,Colombo City Center (CCC),90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,86.40982177,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1717,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,157.5200332,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1606,Colombo City Center (CCC),60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,53.48648459,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1607,Colombo City Center (CCC),60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,54.51319996,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1608,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,127.3770895,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
47,Colombo City Center (CCC),60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,59.56556644,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
839,Colombo City Center (CCC),60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,49.4103289,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
46,Colombo City Center (CCC),60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,64.97031405,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2755,Colombo City Center (CCC),90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,87.39882852,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
3579,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,114.7399916,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3582,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,130.1829659,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2833,Colombo City Center (CCC),90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,100.1544631,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1716,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,147.0687556,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
695,Colombo City Center (CCC),45,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,36.50094371,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
696,Colombo City Center (CCC),60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,60.91223324,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
697,Colombo City Center (CCC),60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,59.19792709,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
3592,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,132.6135506,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
3593,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,122.4008092,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
45,Colombo City Center (CCC),60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,45.85679336,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
840,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,136.4720572,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1120,Colombo City Center (CCC),45,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,21.05862313,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1512,Colombo City Center (CCC),60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,58.10932965,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
172,Colombo City Center (CCC),60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,53.44375383,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
171,Colombo City Center (CCC),60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,61.97085917,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2610,Colombo City Center (CCC),90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,91.15656968,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2611,Colombo City Center (CCC),90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,93.25017103,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1912,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,141.4227052,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1911,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,156.6149216,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1462,Colombo City Center (CCC),45,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,49.78676632,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1463,Colombo City Center (CCC),60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,51.04862173,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
3450,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,120.9527127,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
173,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,122.1029558,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2619,Colombo City Center (CCC),90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,110.4892479,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1891,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,131.6263265,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1887,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,146.775177,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1886,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,153.2404814,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3464,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,112.3009411,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3465,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,115.4348766,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1881,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,148.8479446,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1879,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,153.1392629,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1869,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,158.0723182,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1867,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,136.7537334,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1893,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,158.8034171,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1863,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,154.5305081,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2609,Colombo City Center (CCC),90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,97.98697264,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1931,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,150.6997632,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1976,Colombo City Center (CCC),180,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,194.3223779,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
893,Colombo City Center (CCC),60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,39.72541358,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
892,Colombo City Center (CCC),60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,46.53943389,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1968,Colombo City Center (CCC),180,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,184.1980536,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
3420,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,134.2592097,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1956,Colombo City Center (CCC),180,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,176.5967796,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1955,Colombo City Center (CCC),180,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,163.9766254,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
1954,Colombo City Center (CCC),180,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,205.45903,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2596,Colombo City Center (CCC),90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,89.52660934,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
873,Colombo City Center (CCC),45,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,44.55843828,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2940,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,128.3602813,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2597,Colombo City Center (CCC),90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,105.3323208,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2598,Colombo City Center (CCC),90,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,87.27108175,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1446,Colombo City Center (CCC),60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,51.06299669,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2938,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,128.7137111,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
875,Colombo City Center (CCC),200,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,215.5206082,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
874,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,104.6663821,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1935,Colombo City Center (CCC),180,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,171.9704514,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1934,Colombo City Center (CCC),180,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,189.9757233,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1933,Colombo City Center (CCC),180,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,179.3411068,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2939,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,129.7437699,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1862,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,146.9342519,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
3454,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,105.4705694,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
130,Colombo City Center (CCC),60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,81.09390671,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
129,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,119.5852733,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1838,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,149.2198678,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
3492,Colombo City Center (CCC),120,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,117.0425851,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1835,Colombo City Center (CCC),150,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,144.4654773,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
626,Colombo City Center (CCC),60,Shopping Center,ChIJseUqHGtZ4joRgteF9GKSLoc,55.02787589,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
